Timestamp,Age,Gender,Employee Status,Education Qualification Father,Education Qualification Mother,Income during School,Education Qualification,HS Sream,Education Loan?,School Extra Activities,School Academics,School Student Type,Enjoyed School?,Bullied in School?,School Favorite Subject,not repeated,Repeated 9th,Repeated 10th,Tuition?,Tuition Class,Dream,Teaching Satisfaction,School Teachers Caring,Bad Teacher,Regular Access to,School Sleeping Hours,Sc-Illness,Stressful School,Same Stream for Bachalors?,Course Choice Decision,College Personality Change,College Attenance,College Academic,Travel Time to college,College Sleep Change,Study Time Prefered during College,College Life,College Teaching Quality,Extra Activities Participation Change,College Teachers Accessible,College Confidence,College Social Life,College BedTime,Same Stream for Masters?,University Attenance,University Personality Change,Univ-Trav-Dist,University Extra Activities Participation Change,University Sleep time Change,University Life,University Teaching Quality,University Teachers Accessible,University Confience Level,Curent Education System Satisfaction,Change Education System?,Change at what Level?,What Kind Of Change?,Eductaion Provide Enough Knowledge?,Successfull?
03-09-2021 12:23,23,Female,Unemployed,Bachelor's degree,Bachelor's degree,"above 5,00,000",Bachelor's degree,Science,No,"Sports,Cultural,NSS/NCC/Scouts/etc",Good,"Mischevous, Talkative, Cooperative, Hard Working",Yes,No,"Science(Biology,Chemistry,Physics), Mathematics",not repeated,not repeated,not repeated,Yes,11th-12th,Doctor,2,4,No such teachers,"Laptop/Desktop, Own Mobile phone, Internet, Library",5-8 hours,No,2,Same,Peer/Societal Pressure,Negative,75%-50%,4,less than 10mins,Less sleep,"Evening, Late night",Difficult but Manageable,3,Increased,Most of the time,4,5,01:00:00 AM,,,,,,,,,,,2,Yes,School,"Up to date Syllabus in schools with newer and relevant information, Change the way students are being Tested/Evaluated, Encouraging students to participate in extra curriculars and sports",No,No
03-09-2021 12:26,25,Male,Employed,Higher Secondary,Secondary education or high school,"1,00,000-5,00,000",Master's degree,Vocational,No,"Clubs,NSS/NCC/Scouts/etc",Good,Quiet,Yes,No,"Computer Studies, P.E/PT",not repeated,not repeated,not repeated,Yes,8th-10th,Engineer,3,3,There were teachers but it did not affect my studies,Library,5-8 hours,No,4,Changed,My choice based on my own interests,Positive,100%-75%,4,more than 1 hour,No change,"Evening, Late night",Difficult and hectic,4,Remained same,Most of the time,4,4,12:30:00 AM,Same,100%-75%,Positive,Long distance travelling,Remained same,Less sleep,Difficult and hectic,4,Most of the time,4,3,Yes,School,"Offer more choices in the form of electives to students at school level, Integrating the use of internet and encouraging self learning and research, Change the way students are being Tested/Evaluated",No,Somewhat
03-09-2021 12:29,25,Male,Student (Employed),Bachelor's degree,Higher Secondary,"above 5,00,000",Master's degree,Science,No,Clubs,Good,Quiet,Yes,No,Computer Studies,not repeated,not repeated,not repeated,Yes,11th-12th,Boxer,1,1,There were teachers but it did not affect my studies,"Laptop/Desktop, Own Mobile phone",3-5 hours,No,4,Changed,My choice based on my own interests,Positive,100%-75%,4,less 30 mins,Less sleep,Late night,Difficult but Manageable,2,Decreased,Sometimes,4,4,02:00:00 AM,Same,100%-75%,Positive,Short distance travelling,Increased,No change,Difficult and hectic,3,Most of the time,4,1,Yes,"School, High School, College, Under Graduates, Post Graduates","Integrating the use of internet and encouraging self learning and research, Implementing more hands on/practical learning methods over rote learning, Change the way students are being Tested/Evaluated",No,Somewhat
03-09-2021 12:33,22,Male,Student (Unemployed),Bachelor's degree,Bachelor's degree,"1,00,000-5,00,000",Bachelor's degree,Science,No,"Clubs,NSS/NCC/Scouts/etc",Average,"Studious, Mischevous, Cooperative, Hard Working, Quiet",Yes,No,"Science(Biology,Chemistry,Physics), Mathematics, Social Science(Geography,History), Language Studies(English/Hindi/Konkani/French/Portuguese), Computer Studies, P.E/PT",not repeated,not repeated,not repeated,Yes,"8th-10th, 11th-12th",Astronaut,5,5,No such teachers,"Laptop/Desktop, Own Mobile phone, Internet",5-8 hours,No,2,Same,My choice based on my own interests,Positive,100%-75%,3,less 30 mins,No change,"Early morning, Late night",Difficult but Manageable,4,Decreased,Sometimes,4,4,11:30:00 PM,Same,75%-50%,Positive,Long distance travelling,Increased,Less sleep,Difficult and hectic,1,Sometimes,4,1,Yes,"College, Under Graduates, Post Graduates","Update Curriculum to Industry Standards in professional/Technical College level courses, Up to date Syllabus in schools with newer and relevant information, Change the way students are being Tested/Evaluated",Maybe,Somewhat
03-09-2021 12:35,23,Male,Student (Unemployed),Secondary education or high school,Secondary education or high school,"upto 30,000",Higher Secondary,Science,No,Sports,Good,Quiet,Yes,No,"Science(Biology,Chemistry,Physics)",not repeated,not repeated,not repeated,No,8th-10th,Buisness,5,5,No such teachers,Own Mobile phone,5-8 hours,No,1,Same,My choice based on my own interests,Positive,100%-75%,5,less 30 mins,Less sleep,Late night,Easy and Manageable,3,Decreased,Rarely,3,5,10:00:00 AM,Changed,100%-75%,Positive,Long distance travelling,Decreased,Less sleep,Easy and Manageable,3,Rarely,3,3,Yes,"School, High School, College, Under Graduates, Post Graduates",Change the way students are being Tested/Evaluated,Yes,No
03-09-2021 12:36,23,Male,Student (Unemployed),Vocational qualification,Secondary education or high school,"50,000-1,00,000",Bachelor's degree,Commerce,No,"Sports,Cultural, Clubs",Above Average,"Studious, Mischevous, Talkative, Assertive, Cooperative, Hard Working",Yes,No,"Science(Biology,Chemistry,Physics), Mathematics, Social Science(Geography,History), Computer Studies, P.E/PT",not repeated,not repeated,not repeated,Yes,"8th-10th, 11th-12th",Teacher,2,4,There were teachers but it did not affect my studies,Library,5-8 hours,No,3,Changed,Parents Choice,Positive,75%-50%,3,more than 1 hour,Less sleep,Late night,Difficult but Manageable,3,Increased,Most of the time,5,5,10:30:00 AM,Same,100%-75%,Positive,Short distance travelling,Remained same,More sleep,Easy and Manageable,2,Most of the time,4,1,Yes,School,"Up to date Syllabus in schools with newer and relevant information, Implementing more hands on/practical learning methods over rote learning, Change the way students are being Tested/Evaluated",No,Somewhat
03-09-2021 12:48,25,Male,Student (Employed),Secondary education or high school,Bachelor's degree,"1,00,000-5,00,000",Bachelor's degree,Science,No,"Sports,NSS/NCC/Scouts/etc",Good,"Cooperative, Quiet",No,Yes,"Language Studies(English/Hindi/Konkani/French/Portuguese), Computer Studies, P.E/PT",not repeated,not repeated,not repeated,Yes,"8th-10th, 11th-12th",No dream or goal,5,5,Yes It affected my studies negatively,Library,more than 8 hours,No,3,Same,My choice based on my own interests,No Change,75%-50%,5,less 30 mins,No change,Late night,Difficult but Manageable,4,Remained same,Most of the time,5,3,11:00:00 PM,Same,75%-50%,Positive,Short distance travelling,Increased,No change,Difficult but Manageable,3,Most of the time,4,3,Yes,"High School, College, Under Graduates, Post Graduates","Update Curriculum to Industry Standards in professional/Technical College level courses, Implementing more hands on/practical learning methods over rote learning, Change the way students are being Tested/Evaluated",No,No
03-09-2021 12:51,21,Male,Student (Employed),Secondary education or high school,Secondary education or high school,"1,00,000-5,00,000",Master's degree,Science,No,"Sports,Cultural",Good,"Studious, Mischevous, Hard Working",Yes,Yes,"Science(Biology,Chemistry,Physics), Mathematics, Computer Studies, P.E/PT",not repeated,not repeated,not repeated,Yes,"8th-10th, 11th-12th",Software developer,4,4,No such teachers,"Laptop/Desktop, Own Mobile phone, Internet, Library",5-8 hours,Yes,3,Same,My choice based on my own interests,Positive,100%-75%,4,less than 10mins,Less sleep,"Early morning, Late night",Difficult but Manageable,5,Increased,Most of the time,4,4,11:00:00 PM,Same,75%-50%,Positive,Hostelite on campus,Increased,Less sleep,Difficult and hectic,5,Most of the time,4,4,Yes,"School, Under Graduates","Offer more choices in the form of electives to students at school level, Update Curriculum to Industry Standards in professional/Technical College level courses, Integrating the use of internet and encouraging self learning and research",Yes,Somewhat
03-09-2021 12:56,21,Female,Student (Unemployed),Secondary education or high school,Secondary education or high school,"above 5,00,000",Bachelor's degree,Science,No,Cultural,Good,Cooperative,Yes,No,Mathematics,not repeated,not repeated,not repeated,Yes,"8th-10th, 11th-12th",Teacher,3,4,No such teachers,Library,5-8 hours,No,3,Same,My choice based on my own interests,Positive,75%-50%,3,30 mins to 1 hour,Less sleep,"Evening, Late night",Easy but Hectic,3,Increased,Most of the time,4,4,11:30:00 AM,Changed,,,,,,,,,,3,Yes,"College, Under Graduates, Post Graduates","Offer more choices in the form of electives to students at school level, Update Curriculum to Industry Standards in professional/Technical College level courses, Integrating the use of internet and encouraging self learning and research",No,No
03-09-2021 13:00,22,Female,Employed,Secondary education or high school,Secondary education or high school,"30,00 to 50,000",Bachelor's degree,Commerce,No,Clubs,Average,Quiet,Yes,Yes,Computer Studies,not repeated,not repeated,not repeated,Yes,"5th-7th, 8th-10th",Didn’t have any ,3,3,No such teachers,Library,more than 8 hours,No,3,Changed,My choice based on my own interests,Negative,100%-75%,3,less than 10mins,Less sleep,"Evening, Late night",Difficult but Manageable,3,Decreased,Rarely,1,1,02:30:00 AM,,,,,,,,,,,1,Yes,"School, High School, College, Under Graduates, Post Graduates","Offer more choices in the form of electives to students at school level, Update Curriculum to Industry Standards in professional/Technical College level courses, Integrating the use of internet and encouraging self learning and research",Maybe,Somewhat
03-09-2021 13:15,22,Female,Student (Employed),Bachelor's degree,Bachelor's degree,"1,00,000-5,00,000",Bachelor's degree,Commerce,No,"Cultural,Clubs",Above Average,"Studious, Cooperative, Hard Working, Quiet",Yes,No,"Science(Biology,Chemistry,Physics), Mathematics, Computer Studies",not repeated,not repeated,not repeated,Yes,"8th-10th, 11th-12th",Chef,4,4,There were teachers but it did not affect my studies,Library,5-8 hours,No,3,Changed,My choice based on my own interests,Positive,100%-75%,4,more than 1 hour,No change,"Evening, Late night",Easy but Hectic,3,Decreased,Most of the time,3,3,11:30:00 AM,Same,100%-75%,Positive,Short distance travelling,Decreased,No change,Difficult but Manageable,3,Sometimes,3,2,Yes,"School, High School, College, Under Graduates, Post Graduates","Update Curriculum to Industry Standards in professional/Technical College level courses, Implementing more hands on/practical learning methods over rote learning, Encouraging students to participate in extra curriculars and sports",Maybe,No
03-09-2021 13:16,23,Male,Student (Employed),Bachelor's degree,Bachelor's degree,"above 5,00,000",Master's degree,Science,No,Sports,Average,"Studious, Quiet",Yes,Yes,"Science(Biology,Chemistry,Physics), Mathematics",not repeated,not repeated,not repeated,Yes,"1st - 4th, 5th-7th, 8th-10th, 11th-12th",Engineer,3,3,Yes It affected my studies negatively,"Laptop/Desktop, Own Mobile phone, Internet",5-8 hours,No,4,Same,Parents Choice,Negative,75%-50%,3,less 30 mins,Less sleep,Late night,Difficult and hectic,3,Decreased,Sometimes,1,4,01:00:00 AM,Same,100%-75%,Positive,Short distance travelling,Decreased,Less sleep,Difficult and hectic,4,Most of the time,4,1,Yes,"School, High School, College, Under Graduates","Update Curriculum to Industry Standards in professional/Technical College level courses, Up to date Syllabus in schools with newer and relevant information, Integrating the use of internet and encouraging self learning and research",Yes,Somewhat
03-09-2021 13:18,23,Female,Employed,Doctorate or higher,Master's degree,"above 5,00,000",Bachelor's degree,Science,No,"Sports,Cultural,Clubs",Excellent,"Studious, Assertive, Cooperative, Hard Working",Yes,No,"Science(Biology,Chemistry,Physics), Mathematics, Language Studies(English/Hindi/Konkani/French/Portuguese), Computer Studies",not repeated,not repeated,not repeated,Yes,8th-10th,Engineer,4,4,There were teachers but it did not affect my studies,"Laptop/Desktop, Own Mobile phone, Internet, Library",5-8 hours,No,3,Same,My choice based on my own interests,No Change,100%-75%,5,more than 1 hour,No change,"Early morning, Late night",Easy but Hectic,3,Remained same,Sometimes,4,4,11:00:00 PM,,,,,,,,,,,4,Yes,"College, Under Graduates, Post Graduates","Update Curriculum to Industry Standards in professional/Technical College level courses, Up to date Syllabus in schools with newer and relevant information, Implementing more hands on/practical learning methods over rote learning",No,Somewhat
03-09-2021 13:22,25,Male,Employed,No formal education,No formal education,"1,00,000-5,00,000",Vocational qualification,Diploma,No,NSS/NCC/Scouts/etc,Average,"Cooperative, Hard Working, Quiet",Yes,No,"Mathematics, Social Science(Geography,History), Language Studies(English/Hindi/Konkani/French/Portuguese), Computer Studies",not repeated,not repeated,not repeated,Yes,"5th-7th, 8th-10th",no goal,3,4,There were teachers but it did not affect my studies,Library,more than 8 hours,No,3,Changed,My choice based on my own interests,Positive,100%-75%,2,more than 1 hour,No change,"Early morning, Evening, Late night",Easy and Manageable,3,Decreased,Most of the time,3,3,10:30:00 AM,Changed,100%-75%,Positive,Short distance travelling,Decreased,No change,Easy and Manageable,3,Always,3,2,Yes,"School, High School, College","Integrating the use of internet and encouraging self learning and research, Implementing more hands on/practical learning methods over rote learning, Encouraging students to participate in extra curriculars and sports",No,No
03-09-2021 13:30,33,Female,Employed,Master's degree,Secondary education or high school,"upto 30,000",Master's degree,Science,No,NSS/NCC/Scouts/etc,Average,Hard Working,Yes,No,"Science(Biology,Chemistry,Physics)",not repeated,not repeated,not repeated,Yes,"8th-10th, 11th-12th",Astronaut,5,5,No such teachers,Own Mobile phone,3-5 hours,No,3,Same,My choice based on my own interests,Positive,100%-75%,2,less 30 mins,No change,Late night,Easy and Manageable,2,Remained same,Most of the time,3,4,11:03:00 PM,Same,100%-75%,Positive,Hostelite on campus,Remained same,No change,Easy and Manageable,2,Most of the time,3,1,Yes,School,"Update Curriculum to Industry Standards in professional/Technical College level courses, Up to date Syllabus in schools with newer and relevant information, Implementing more hands on/practical learning methods over rote learning",Maybe,Somewhat
03-09-2021 13:30,22,Female,Student (Unemployed),Bachelor's degree,Master's degree,"1,00,000-5,00,000",Bachelor's degree,Science,No,Clubs,Good,"Distracting, Talkative",Yes,No,"Science(Biology,Chemistry,Physics), Computer Studies",not repeated,not repeated,not repeated,Yes,"8th-10th, 11th-12th",Astronaut,5,4,Yes It affected my studies negatively,"Laptop/Desktop, Internet, Library",5-8 hours,No,3,Same,My choice based on my own interests,Positive,100%-75%,4,less 30 mins,More sleep,Late night,Easy but Hectic,3,Increased,Sometimes,4,4,01:00:00 AM,Same,75%-50%,Positive,Short distance travelling,Increased,Less sleep,Difficult and hectic,3,Sometimes,4,2,Yes,"School, High School, College, Under Graduates, Post Graduates","Integrating the use of internet and encouraging self learning and research, Implementing more hands on/practical learning methods over rote learning, Change the way students are being Tested/Evaluated",Maybe,Somewhat
03-09-2021 13:34,22,Female,Employed,Bachelor's degree,Bachelor's degree,"50,000-1,00,000",Bachelor's degree,Commerce,No,"Sports,Cultural,Clubs,NSS/NCC/Scouts/etc",Average,"Mischevous, Distracting, Cooperative, Quiet",No,No,P.E/PT,not repeated,not repeated,not repeated,Yes,8th-10th,Performing Arts,3,3,There were teachers but it did not affect my studies,"Own Mobile phone, Internet, Library",5-8 hours,No,3,Changed,My choice based on my own interests,No Change,100%-75%,3,less 30 mins,Less sleep,"Evening, Late night",Difficult but Manageable,3,Remained same,Sometimes,4,4,01:30:00 AM,,,,,,,,,,,3,Yes,"School, High School, College, Under Graduates","Offer more choices in the form of electives to students at school level, Implementing more hands on/practical learning methods over rote learning, Change the way students are being Tested/Evaluated",No,No
03-09-2021 13:36,23,Female,Student (Unemployed),Primary education,Primary education,"upto 30,000",Master's degree,Vocational,Yes,NSS/NCC/Scouts/etc,Good,"Hard Working, Quiet",Yes,No,"Mathematics, Computer Studies",not repeated,not repeated,not repeated,No,Not Attended,Web developer,4,5,There were teachers but it did not affect my studies,"Laptop/Desktop, Internet",5-8 hours,No,3,Same,My choice based on my own interests,Positive,100%-75%,3,more than 1 hour,Less sleep,Late night,Difficult but Manageable,4,Remained same,Most of the time,3,3,12:00:00 PM,Same,100%-75%,Positive,Long distance travelling,Remained same,Less sleep,Difficult and hectic,4,Most of the time,3,4,Yes,"High School, College","Update Curriculum to Industry Standards in professional/Technical College level courses, Implementing more hands on/practical learning methods over rote learning",Yes,Somewhat
03-09-2021 13:40,24,Male,Student (Employed),Secondary education or high school,Secondary education or high school,"30,00 to 50,000",Master's degree,Science,No,"Sports,Cultural,NSS/NCC/Scouts/etc",Good,"Studious, Cooperative, Hard Working, Quiet",Yes,No,"Science(Biology,Chemistry,Physics), Social Science(Geography,History), Language Studies(English/Hindi/Konkani/French/Portuguese), Computer Studies, P.E/PT",not repeated,not repeated,not repeated,Yes,"5th-7th, 8th-10th, 11th-12th",Engineer,4,4,There were teachers but it did not affect my studies,Library,5-8 hours,No,2,Same,My choice based on my own interests,Positive,100%-75%,4,30 mins to 1 hour,Less sleep,"Evening, Late night",Difficult but Manageable,4,Remained same,Most of the time,4,4,11:30:00 PM,Same,75%-50%,Positive,Short distance travelling,Increased,Less sleep,Difficult but Manageable,4,Most of the time,4,3,Yes,"Under Graduates, Post Graduates","Offer more choices in the form of electives to students at school level, Update Curriculum to Industry Standards in professional/Technical College level courses, Implementing more hands on/practical learning methods over rote learning",Maybe,Somewhat
03-09-2021 14:03,22,Male,Student (Unemployed),Secondary education or high school,Secondary education or high school,"30,00 to 50,000",Bachelor's degree,Science,No,NSS/NCC/Scouts/etc,Good,"Studious, Cooperative, Quiet",No,Yes,"Science(Biology,Chemistry,Physics), Language Studies(English/Hindi/Konkani/French/Portuguese), P.E/PT",not repeated,not repeated,not repeated,No,Not Attended,Engineer,3,3,No such teachers,Library,5-8 hours,No,4,Same,Peer/Societal Pressure,Positive,75%-50%,3,more than 1 hour,Less sleep,"Evening, Late night",Difficult but Manageable,4,Decreased,Always,2,2,11:00:00 PM,Same,75%-50%,No Change,Long distance travelling,Remained same,Less sleep,Difficult and hectic,3,Most of the time,2,2,Yes,"School, High School, College, Under Graduates, Post Graduates","Update Curriculum to Industry Standards in professional/Technical College level courses, Implementing more hands on/practical learning methods over rote learning, Encouraging students to participate in extra curriculars and sports",No,No
03-09-2021 14:31,22,Female,Student (Unemployed),Bachelor's degree,Higher Secondary,"above 5,00,000",Bachelor's degree,Science,No,NSS/NCC/Scouts/etc,Above Average,Quiet,Yes,No,Computer Studies,not repeated,not repeated,not repeated,Yes,8th-10th,Engineer,3,3,There were teachers but it did not affect my studies,Own Mobile phone,more than 8 hours,Yes,3,Same,My choice based on my own interests,No Change,75%-50%,3,30 mins to 1 hour,No change,"Evening, Late night",Easy and Manageable,4,Remained same,Most of the time,3,2,11:30:00 AM,Same,75%-50%,Positive,Long distance travelling,Remained same,More sleep,Difficult but Manageable,4,Most of the time,4,2,Yes,"School, Post Graduates","Offer more choices in the form of electives to students at school level, Up to date Syllabus in schools with newer and relevant information, Change the way students are being Tested/Evaluated",Maybe,Somewhat
03-09-2021 14:35,22,Female,Student (Unemployed),Primary education,No formal education,"upto 30,000",Master's degree,Vocational,No,Cultural,Good,Hard Working,Yes,No,Language Studies(English/Hindi/Konkani/French/Portuguese),not repeated,not repeated,not repeated,No,8th-10th,Police,4,3,No such teachers,Own Mobile phone,5-8 hours,No,1,Changed,My choice based on my own interests,Positive,75%-50%,4,more than 1 hour,No change,"Evening, Late night",Difficult but Manageable,2,Increased,Rarely,4,5,11:00:00 AM,Changed,75%-50%,Positive,Long distance travelling,Increased,No change,Difficult but Manageable,,Rarely,4,3,Yes,School,"Offer more choices in the form of electives to students at school level, Up to date Syllabus in schools with newer and relevant information, Encouraging students to participate in extra curriculars and sports",Yes,Yes
03-09-2021 15:01,25,Male,Employed,Primary education,No formal education,"30,00 to 50,000",Master's degree,Science,Yes,"Sports,Cultural,NSS/NCC/Scouts/etc",Good,"Studious, Mischevous, Talkative, Cooperative, Hard Working",Yes,Yes,"Computer Studies, P.E/PT",not repeated,not repeated,not repeated,No,Not Attended,Engineer,4,4,There were teachers but it did not affect my studies,Own Mobile phone,less than 3 hours,No,2,Same,My choice based on my own interests,Positive,100%-75%,5,30 mins to 1 hour,Less sleep,Evening,Easy and Manageable,3,Increased,Sometimes,4,4,03:00:00 AM,Same,100%-75%,Positive,Short distance travelling,Increased,Less sleep,Easy but Hectic,3,Rarely,5,3,Yes,"School, High School, College, Under Graduates","Offer more choices in the form of electives to students at school level, Update Curriculum to Industry Standards in professional/Technical College level courses, Integrating the use of internet and encouraging self learning and research",Yes,Somewhat
03-09-2021 15:23,18,Male,Student (Unemployed),Master's degree,Vocational qualification,"above 5,00,000",Higher Secondary,Science,No,"Sports,Cultural,inter-schooling events,cultural mela etc,",Average,"Studious, Mischevous, Talkative, Assertive, Cooperative",Yes,No,"Science(Biology,Chemistry,Physics), Mathematics",not repeated,not repeated,not repeated,Yes,11th-12th,Engineer,2,3,No such teachers,"Laptop/Desktop, Own Mobile phone, Internet",5-8 hours,No,1,Same,My choice based on my own interests,Positive,75%-50%,2,more than 1 hour,Less sleep,"Early morning, Late night",Difficult but Manageable,2,Decreased,Sometimes,3,3,02:00:00 AM,,,,,,,,,,,2,Yes,"School, High School, College","Integrating the use of internet and encouraging self learning and research, Implementing more hands on/practical learning methods over rote learning, Change the way students are being Tested/Evaluated",No,Yes
03-09-2021 15:36,27,Male,Employed,No formal education,No formal education,"upto 30,000",Bachelor's degree,Science,No,Sports,Good,Quiet,Yes,No,"Science(Biology,Chemistry,Physics), Social Science(Geography,History), Language Studies(English/Hindi/Konkani/French/Portuguese), Computer Studies",not repeated,not repeated,not repeated,No,Not Attended,Paisa,3,3,There were teachers but it did not affect my studies,"Laptop/Desktop, Library",more than 8 hours,No,3,Same,My choice based on my own interests,Positive,100%-75%,4,less 30 mins,Less sleep,Late night,Difficult but Manageable,2,Remained same,Sometimes,3,3,01:00:00 AM,,,,,,,,,,,1,Yes,"School, High School, College, Under Graduates, Post Graduates","Update Curriculum to Industry Standards in professional/Technical College level courses, Up to date Syllabus in schools with newer and relevant information, Implementing more hands on/practical learning methods over rote learning",No,No
03-09-2021 16:28,25,Male,Employed,Bachelor's degree,Bachelor's degree,"1,00,000-5,00,000",Master's degree,Science,No,Sports,Good,"Mischevous, Distracting, Talkative, Cooperative",Yes,No,"Mathematics, Computer Studies, P.E/PT",not repeated,not repeated,not repeated,Yes,11th-12th,Police,4,3,No such teachers,Library,5-8 hours,No,3,Same,My choice based on my own interests,Positive,100%-75%,5,less 30 mins,Less sleep,"Evening, Late night",Easy and Manageable,3,Decreased,Most of the time,3,3,02:00:00 AM,Same,100%-75%,Positive,Long distance travelling,Decreased,Less sleep,Easy but Hectic,3,Most of the time,3,3,Yes,"School, High School, College, Under Graduates, Post Graduates","Offer more choices in the form of electives to students at school level, Integrating the use of internet and encouraging self learning and research, Implementing more hands on/practical learning methods over rote learning",Yes,Somewhat
03-09-2021 16:56,21,Female,Student (Unemployed),Higher Secondary,Bachelor's degree,"50,000-1,00,000",Bachelor's degree,Commerce,No,"Sports,NSS/NCC/Scouts/etc",Average,"Mischevous, Distracting, Talkative",Yes,Yes,"Social Science(Geography,History), Language Studies(English/Hindi/Konkani/French/Portuguese)",not repeated,not repeated,not repeated,Yes,8th-10th,To open a business of my own,3,3,There were teachers but it did not affect my studies,Library,more than 8 hours,No,2,Same,My choice based on my own interests,Positive,75%-50%,3,less 30 mins,Less sleep,"Evening, Late night",Easy but Hectic,2,Remained same,Sometimes,3,4,02:00:00 AM,,,,,,,,,,,3,Yes,"School, High School, College, Under Graduates, Post Graduates","Up to date Syllabus in schools with newer and relevant information, Implementing more hands on/practical learning methods over rote learning, Encouraging students to participate in extra curriculars and sports",No,No
03-09-2021 18:07,22,Female,Student (Unemployed),Higher Secondary,Higher Secondary,"30,00 to 50,000",Master's degree,Science,No,Cultural,Good,"Studious, Assertive, Hard Working, Quiet",Yes,No,"Science(Biology,Chemistry,Physics), Language Studies(English/Hindi/Konkani/French/Portuguese)",not repeated,not repeated,not repeated,Yes,8th-10th,Doctor,4,4,No such teachers,Internet,more than 8 hours,No,2,Same,My choice based on my own interests,Positive,75%-50%,4,less 30 mins,Less sleep,Early morning,Difficult but Manageable,4,Increased,Most of the time,3,3,01:00:00 AM,Same,100%-75%,No Change,Hostelite on campus,Decreased,Less sleep,Difficult and hectic,3,Most of the time,3,3,Yes,Post Graduates,"Update Curriculum to Industry Standards in professional/Technical College level courses, Up to date Syllabus in schools with newer and relevant information, Implementing more hands on/practical learning methods over rote learning",No,Somewhat
03-09-2021 18:31,22,Female,Student (Unemployed),Master's degree,Master's degree,"1,00,000-5,00,000",Master's degree,Science,No,Cultural,Good,"Distracting, Talkative, Cooperative, Hard Working",No,No,"Mathematics, Computer Studies",not repeated,not repeated,not repeated,Yes,11th-12th,Engineer,3,4,There were teachers but it did not affect my studies,"Laptop/Desktop, Internet, Library",more than 8 hours,No,3,Same,My choice based on my own interests,No Change,75%-50%,5,less 30 mins,Less sleep,Late night,Difficult but Manageable,3,Decreased,Sometimes,4,3,12:00:00 PM,Same,100%-75%,No Change,Short distance travelling,Decreased,Less sleep,Difficult and hectic,2,Rarely,3,2,Yes,School,"Offer more choices in the form of electives to students at school level, Up to date Syllabus in schools with newer and relevant information, Implementing more hands on/practical learning methods over rote learning",No,No
03-09-2021 18:31,23,Female,Student (Unemployed),No formal education,No formal education,"50,000-1,00,000",Bachelor's degree,Science,No,"Sports,Cultural,NSS/NCC/Scouts/etc",Average,"Mischevous, Talkative, Cooperative, Hard Working",Yes,No,"Science(Biology,Chemistry,Physics), Mathematics, Language Studies(English/Hindi/Konkani/French/Portuguese)",not repeated,not repeated,not repeated,Yes,5th-7th,Nurse,4,3,There were teachers but it did not affect my studies,Own Mobile phone,more than 8 hours,No,2,Same,My choice based on my own interests,Positive,100%-75%,4,30 mins to 1 hour,No change,Early morning,Easy but Hectic,4,Decreased,Sometimes,3,3,10:00:00 PM,Same,100%-75%,No Change,Long distance travelling,Decreased,,Easy but Hectic,3,Sometimes,3,4,Yes,"School, High School","Up to date Syllabus in schools with newer and relevant information, Implementing more hands on/practical learning methods over rote learning, Encouraging students to participate in extra curriculars and sports",Maybe,No
03-09-2021 19:49,24,Male,Student (Employed),Bachelor's degree,Bachelor's degree,"1,00,000-5,00,000",Master's degree,Science,No,Cultural,Average,"Cooperative, Quiet",Yes,No,"Science(Biology,Chemistry,Physics), Language Studies(English/Hindi/Konkani/French/Portuguese), Computer Studies",not repeated,not repeated,not repeated,Yes,"8th-10th, 11th-12th",Ethical Hacker/ Security Analyst,3,4,Yes It affected my studies negatively,"Laptop/Desktop, Own Mobile phone, Internet, Library",5-8 hours,No,2,Changed,My choice based on my own interests,Positive,100%-75%,3,less 30 mins,No change,"Early morning, Late night",Easy but Hectic,4,Increased,Most of the time,4,4,01:00:00 AM,Same,75%-50%,Positive,Short distance travelling,Increased,No change,Easy but Hectic,4,Most of the time,4,2,Yes,"School, High School, College","Offer more choices in the form of electives to students at school level, Implementing more hands on/practical learning methods over rote learning, Change the way students are being Tested/Evaluated",Maybe,Somewhat
03-09-2021 19:52,26,Male,Employed,Primary education,No formal education,"50,000-1,00,000",Bachelor's degree,Science,No,"Sports,Cultural,Clubs,NSS/NCC/Scouts/etc",Average,"Studious, Mischevous, Distracting, Talkative, Assertive, Cooperative, Hard Working, Quiet",Yes,No,"Science(Biology,Chemistry,Physics), Mathematics, Social Science(Geography,History), Language Studies(English/Hindi/Konkani/French/Portuguese), Computer Studies, P.E/PT",not repeated,not repeated,not repeated,Yes,11th-12th,Entrepreneur,2,4,There were teachers but it did not affect my studies,"Laptop/Desktop, Own Mobile phone, Internet, Library",5-8 hours,No,2,Changed,My choice based on my own interests,Positive,75%-50%,2,less 30 mins,No change,"Early morning, Late night",Difficult but Manageable,2,Increased,Most of the time,4,5,05:20:00 AM,,,,,,,,,,,3,Yes,"School, High School, College, Under Graduates","Offer more choices in the form of electives to students at school level, Integrating the use of internet and encouraging self learning and research, Change the way students are being Tested/Evaluated",No,Yes
